salary,attrition,age,department,number_of_working_hours,gender,marital_status,job_satisfaction,environment_satisfaction,education,job_role,years_since_last_promotion,relationship_satisfaction,education_field,work_shift,years_of_experience,attendance,employment_status,distance_from_home,specializations,supervisor_name,employee_name,work_location,over_time,training_since_last_year
890000,No,39,Neurology,40,Male,Married,High,Medium,Master,Doctor,1,Medium,Medicine,Day,19,83,Full-time,1.0,Cardiologist,S Miller,Mr. L. A. Gutierrez,New York,No,2
523000,Yes,35,Oncology,40,Male,Married,Very High,High,Master,Doctor,6,High,Medicine,Rotating,5,85,Part-time,3.0,Emergency medicine,Keith Laughlin,Rachel Pierce,Houston,No,2
210000,Yes,45,Radiology,40,Male,Married,Low,High,Master,Doctor,4,Very High,Medicine,Night,19,85,Full-time,11.0,General surgery,Wanda Tretter,Emmanuel Schmitt,Los Angeles,No,5
590000,No,32,Orthopedics,40,Male,Single,Very High,Low,Bachelor,Doctor,4,High,Medicine,Rotating,9,82,Full-time,2.0,Immunology,Donald Hess,Gaylon Bender,Chicago,No,2
630000,Yes,29,Internal Medicine,40,Male,Single,High,Low,Master,Doctor,6,High,Medicine,Rotating,5,98,Full-time,1.0,Internal medicine,Allan Johnson,Kathy Mcclure,Philadelphia,No,2
896300,Yes,55,Surgery,40,Female,Married,High,Very High,Bachelor,Doctor,3,High,Medicine,Night,1,89,Part-time,10.0,Neurology,Jeffrey Hartman,Ms. Maureen VanderTuig,Houston,No,2
874000,Yes,23,Pediatrics,40,Female,Single,High,High,Master,Doctor,4,High,Medicine,Day,6,86,Contract,2.0,Oncologist,Margie Ellerhorst,Ms. Diane Reid,San Diego,No,3
560000,Yes,46,Obstetrics and Gynecology,40,Male,Single,High,Very High,Bachelor,Doctor,12,High,Medicine,Night,19,86,Full-time,10.0,Pediatrics,Brittany Baker,Gerald Riley,Pheonix,No,3
450000,Yes,28,Emergency Medicine,40,Male,Married,Very High,High,Master,Doctor,1,High,Medicine,Night,1,86,Contract,13.0,Endocrinologist,Adrienne Funk,Brennan Ross,New York,Yes,3
750000,No,53,Cardiology,40,Female,Single,Medium,High,Bachelor,Doctor,10,Very High,Medicine,Rotating,10,91,Full-time,11.0,Geriatrics,Rita,Mr. Kaleb Leach,Los Angeles,No,6
550000,Yes,34,Neurology,40,Female,Married,High,Medium,Bachelor,Doctor,1,Very High,Medicine,Rotating,3,90,Full-time,5.0,Hospice and palliative medicine,James,Tanya Murphy,Washington,Yes,2
360000,No,44,Oncology,40,Male,Single,Very High,Low,Bachelor,Doctor,12,Low,Medicine,Day,10,85,Contract,12.0,Ophthalmology,Nancy Davolio,Frederik Flier,Seattle,No,2
240000,Yes,34,Radiology,40,Male,Married,Medium,Very High,Bachelor,Doctor,4,Low,Medicine,Rotating,13,84,Full-time,1.0,Anesthesiology,Bradley Higgins,Bradley Higgins,Philadelphia,No,3
960000,No,38,Orthopedics,37,Male,Married,High,Very High,Master,Doctor,6,High,Medicine,Day,8,86,Full-time,11.0,Psychiatry,James Thompson,Thomas Burke,Los Angeles,Yes,2
480000,Yes,39,Internal Medicine,50,Male,Married,High,Low,Bachelor,Doctor,4,Low,Medicine,Night,11,90,Full-time,15.0,Radiology,Lisa,John,Pheonix,No,2
770000,No,29,Surgery,40,Female,Divorced,Low,Medium,Bachelor,Doctor,0,High,Medicine,Rotating,1,94,Full-time,11.0,Hematology,Christine,Jennifer Riley,Washington,Yes,2
890000,Yes,57,Pediatrics,40,Male,Single,High,Medium,Master,Doctor,3,Very High,Medicine,Day,27,89,Full-time,16.0,Infectious disease physician,Dianne Lange,Shawn Hessel,Seattle,No,4
523000,Yes,29,Obstetrics and Gynecology,48,Male,Married,Very High,Medium,Bachelor,Doctor,1,Very High,Medicine,Night,3,92,Contract,4.0,Medical genetics,Gerald Hines,John Michael,San Diego,No,3
210000,No,37,Emergency Medicine,40,Male,Married,High,High,Bachelor,Doctor,9,High,Medicine,Day,9,92,Full-time,3.0,Otolaryngology,Jessica Rowe,Chris Patterson,New York,No,3
590000,Yes,35,Cardiology,40,Male,Married,Very High,Medium,PhD,Doctor,1,Low,Medicine,Night,6,93,Full-time,11.0,Sports medicine,Neelam Singh,Dr. Vikram Gullapalli,Chicago,No,2
630000,No,42,Neurology,40,Male,Single,Medium,Low,Bachelor,Doctor,5,Very High,Medicine,Night,11,100,Full-time,8.0,Dermatology,Lester Ferguson,Dr. William Gomez,Philadelphia,No,2
896300,No,39,Oncology,40,Female,Married,Very High,Very High,Bachelor,Doctor,1,Very High,Medicine,Day,14,84,Full-time,18.0,Obstetrics and gynaecology,Rosemary Massey,Melanie Kaelin,Los Angeles,No,3
874000,No,30,Radiology,40,Male,Married,High,Medium,Bachelor,Doctor,1,High,Medicine,Rotating,4,87,Full-time,8.0,Family medicine,Derek Tucker,Andriy Yurchenko,Seattle,No,2
560000,Yes,32,Orthopedics,40,Female,Married,High,Medium,Bachelor,Doctor,1,High,Medicine,Night,1,90,Full-time,3.0,Gastroenterology,Ritika Kaur,Dr. Jasleen Kaur,Houston,No,3
450000,No,61,Internal Medicine,40,Female,Married,High,High,Bachelor,Doctor,15,Low,Medicine,Rotating,12,84,Full-time,1.0,Cardiologist,Aneel Alvares,Ms. Ladya St. Claire,Pheonix,No,3
750000,No,57,Surgery,40,Male,Married,Very High,Medium,Bachelor,Doctor,5,High,Medicine,Night,9,83,Part-time,3.0,Emergency medicine,Bob,Peter Swann,Washington,Yes,2
550000,No,38,Pediatrics,40,Male,Single,Low,Very High,Bachelor,Doctor,4,Very High,Medicine,Night,5,98,Full-time,6.0,General surgery,Lawrence,Kristopher Kessler,San Diego,Yes,5
360000,No,26,Obstetrics and Gynecology,40,Male,Married,Medium,Very High,Bachelor,Doctor,1,Medium,Medicine,Rotating,4,89,Part-time,24.0,Immunology,Elizabeth Lattimore,Alysia Siemon,New York,No,3
240000,No,51,Emergency Medicine,40,Female,Married,High,Medium,Bachelor,Doctor,10,Medium,Medicine,Rotating,16,97,Part-time,4.0,Internal medicine,Gregory Wescott,Tammy Dichter,Chicago,Yes,2
960000,No,30,Cardiology,40,Male,Single,Very High,Very High,Master,Doctor,3,Medium,Medicine,Day,1,96,Full-time,1.0,Neurology,Daniel Jones,Felix Doyle,Seattle,No,2
480000,No,34,Neurology,45,Male,Married,High,Low,Bachelor,Doctor,8,High,Medicine,Day,10,92,Part-time,3.0,Oncologist,Renee Gutierrez,Maarten Vanderwater,San Diego,No,2
770000,No,41,Oncology,40,Female,Married,Very High,High,PhD,Doctor,4,High,Medicine,Day,10,89,Contract,1.0,Pediatrics,Yolanda Ward,Ms. Selena Farrington,Los Angeles,No,3
890000,Yes,47,Radiology,37,Male,Married,Medium,Medium,Bachelor,Doctor,1,Very High,Medicine,Night,27,86,Contract,7.0,Endocrinologist,Davidson,Jacob Gomez,Washington,Yes,3
523000,Yes,33,Orthopedics,40,Female,Married,Low,High,Bachelor,Doctor,4,High,Medicine,Day,2,85,Full-time,9.0,Geriatrics,Sarah White,Kimberly Vazquez,Chicago,No,2
210000,No,29,Internal Medicine,40,Male,Single,High,Low,Bachelor,Doctor,5,Low,Medicine,Night,2,94,Contract,5.0,Hospice and palliative medicine,Ben Davies,Harry Manley,Philadelphia,Yes,3
590000,No,36,Surgery,42,Male,Married,High,Low,Bachelor,Doctor,9,Low,Medicine,Night,8,91,Full-time,13.0,Ophthalmology,Sarah,Michael A. Smith,Pheonix,No,5
630000,Yes,44,Pediatrics,40,Male,Single,High,Low,Bachelor,Doctor,2,Very High,Medicine,Night,18,85,Full-time,13.0,Anesthesiology,Durga Devi,Kishor Kumar,New York,No,3
896300,Yes,25,Obstetrics and Gynecology,40,Male,Married,Very High,Very High,Bachelor,Doctor,1,Very High,Medicine,Night,4,90,Full-time,9.0,Psychiatry,Misha Dach,Renee Lillemoe,Houston,No,3
874000,Yes,36,Emergency Medicine,40,Male,Married,Very High,High,Bachelor,Doctor,10,Medium,Medicine,Rotating,11,89,Contract,2.0,Radiology,Jacob Smith,Joshua Kidd,New York,Yes,3
560000,No,33,Cardiology,40,Male,Single,Very High,Medium,Bachelor,Doctor,2,Very High,Medicine,Rotating,4,92,Contract,23.0,Hematology,Douglas,Terrence Sipes,Chicago,No,3
450000,Yes,37,Neurology,40,Male,Married,High,Low,Bachelor,Doctor,1,Very High,Medicine,Day,4,87,Full-time,20.0,Infectious disease physician,Ryan Hale,James Fulton,Seattle,No,3
750000,No,29,Oncology,40,Male,Married,Low,Medium,Bachelor,Doctor,5,Medium,Medicine,Day,11,85,Contract,1.0,Medical genetics,Jessica Roberts,Michael Decker,Pheonix,No,2
550000,No,39,Radiology,40,Male,Married,Medium,Low,Bachelor,Doctor,17,Very High,Medicine,Day,5,87,Full-time,1.0,Otolaryngology,Janet Le,Adolfo Gutierrez,Philadelphia,No,6
360000,No,42,Orthopedics,40,Male,Married,Low,Very High,Bachelor,Doctor,3,Medium,Medicine,Day,12,91,Full-time,18.0,Sports medicine,Morris Johnson,Garry D'silva,San Diego,Yes,3
240000,Yes,32,Internal Medicine,40,Male,Single,High,Very High,Bachelor,Doctor,6,Very High,Medicine,Night,1,87,Full-time,7.0,Dermatology,Darrell Hess,Tiffany Hess,Houston,No,2
960000,Yes,43,Surgery,40,Male,Married,Very High,Very High,Master,Doctor,1,High,Medicine,Night,18,85,Contract,4.0,Obstetrics and gynaecology,Vance Pugh,Mr. John Due,Chicago,No,3
480000,No,25,Pediatrics,40,Male,Married,High,High,Bachelor,Doctor,6,High,Medicine,Day,6,95,Full-time,9.0,Family medicine,Michael Brady,Ronald Bishop,San Diego,No,4
770000,No,32,Obstetrics and Gynecology,40,Male,Single,Medium,Medium,Master,Doctor,4,Medium,Medicine,Day,13,93,Full-time,10.0,Gastroenterology,Davidson McCarty,Davidson McCarty,Los Angeles,No,2
890000,Yes,50,Emergency Medicine,40,Male,Married,High,Very High,Bachelor,Doctor,3,High,Medicine,Day,3,93,Contract,3.0,Cardiologist,Jennifer,Kevin Aguilar,Philadelphia,Yes,5
523000,No,68,Cardiology,41,Male,Married,Very High,Medium,Bachelor,Doctor,5,Medium,Medicine,Night,20,90,Part-time,8.0,Emergency medicine,Haley Mcintyre,Jonathan,Houston,Yes,3
210000,Yes,55,Neurology,37,Male,Single,Medium,Low,Master,Doctor,9,Very High,Medicine,Rotating,24,95,Part-time,2.0,General surgery,Pamela Vincent,Rick Ybarra,Phoenix,No,5
590000,Yes,37,Oncology,40,Male,Married,Medium,Very High,Bachelor,Doctor,16,Very High,Medicine,Day,15,90,Full-time,13.0,Immunology,Taliyah O'Hare,Mr. Ruben Carroll,New York,No,2
630000,No,41,Radiology,40,Male,Married,Medium,Low,Bachelor,Doctor,13,High,Medicine,Night,20,83,Full-time,4.0,Internal medicine,Maurice,Kathryn Buchanan,Los Angeles,No,2
896300,No,43,Orthopedics,40,Female,Married,High,Medium,Bachelor,Doctor,1,High,Medicine,Day,15,83,Full-time,5.0,Neurology,Peter Wegner,Taylor Gattis,Chicago,No,1
874000,No,38,Internal Medicine,40,Male,Married,High,Low,Master,Doctor,9,Very High,Medicine,Night,2,87,Full-time,1.0,Oncologist,Jorge,Glenn Wessels,Houston,Yes,4
560000,Yes,59,Surgery,37,Female,Married,Low,Medium,Master,Doctor,10,High,Medicine,Night,10,100,Contract,8.0,Pediatrics,Lisa Pearson,Linda Fowler,Phoenix,No,2
450000,No,40,Pediatrics,40,Male,Married,Very High,Medium,Bachelor,Doctor,5,Very High,Medicine,Rotating,8,89,Full-time,11.0,Endocrinologist,Sarah Gentry,Alan Hayes,San Diego,Yes,3
750000,No,43,Obstetrics and Gynecology,40,Male,Married,Low,Medium,Bachelor,Doctor,12,High,Medicine,Night,12,80,Part-time,23.0,Geriatrics,Katherine Taylor,Jaime Cox,New York,No,2
550000,No,45,Emergency Medicine,40,Male,Married,Very High,Low,Bachelor,Doctor,1,Very High,Medicine,Rotating,10,87,Full-time,13.0,Hospice and palliative medicine,Jennifer Price,James Lee,Philadelphia,No,3
360000,Yes,56,Cardiology,40,Male,Single,Very High,Low,Bachelor,Doctor,6,Very High,Medicine,Day,25,88,Full-time,2.0,Ophthalmology,Catherine Holbrook,Mr. John Medley,San Diego,No,4
240000,No,42,Neurology,40,Male,Single,High,Low,Bachelor,Doctor,10,High,Medicine,Day,13,90,Full-time,9.0,Anesthesiology,John Doe,John Doe,Philadelphia,No,5
960000,No,46,Oncology,37,Male,Married,High,Very High,Bachelor,Doctor,0,High,Medicine,Day,24,94,Full-time,12.0,Psychiatry,Cheryl,Marvin Coleman,Chicago,Yes,3
480000,No,45,Radiology,40,Male,Married,Medium,Very High,PhD,Doctor,6,Very High,Medicine,Night,10,91,Full-time,19.0,Radiology,Carlotta,Dr. Christian,Pheonix,No,0
770000,No,29,Orthopedics,46,Male,Married,Very High,High,Bachelor,Doctor,5,Medium,Medicine,Rotating,1,86,Full-time,3.0,Hematology,Catherine Gomez,Dr. George Reed,New York,No,4
890000,Yes,29,Internal Medicine,40,Female,Single,Very High,Medium,Bachelor,Doctor,8,High,Medicine,Night,14,87,Full-time,7.0,Infectious disease physician,John,Sara James,Houston,Yes,3
523000,No,45,Surgery,40,Male,Married,Low,High,PhD,Doctor,9,Very High,Medicine,Day,10,95,Full-time,4.0,Medical genetics,Debra Dillard,Nathaniel Lowe,Los Angeles,No,3
210000,No,38,Pediatrics,40,Female,Married,High,Very High,Bachelor,Doctor,15,Medium,Medicine,Day,17,99,Contract,4.0,Otolaryngology,David General,Ms. Katherine Estes,Chicago,Yes,3
590000,Yes,36,Obstetrics and Gynecology,39,Male,Married,Low,Very High,Bachelor,Doctor,4,Low,Medicine,Day,6,87,Part-time,15.0,Sports medicine,Laura,Darron Phipps,Philadelphia,No,3
630000,No,40,Emergency Medicine,40,Female,Married,High,Low,Bachelor,Doctor,10,Medium,Medicine,Night,15,87,Full-time,1.0,Dermatology,Rosalyn,Heather Rappaport,Houston,No,1
896300,No,36,Cardiology,37,Male,Single,High,High,Master,Doctor,8,Very High,Medicine,Night,7,87,Full-time,15.0,Obstetrics and gynaecology,Terry Cheung,Dr. Terry Cheung,San Diego,Yes,3
874000,No,27,Neurology,42,Male,Married,Low,High,Bachelor,Doctor,0,Medium,Medicine,Day,3,88,Full-time,1.0,Family medicine,Nancy Davidson,Annette Mccarthy,Pheonix,No,3
560000,Yes,54,Oncology,40,Male,Single,High,High,Bachelor,Doctor,9,High,Medicine,Night,8,81,Full-time,12.0,Gastroenterology,Dr. Hiranya Prasad,Dr. Asok Biswas,New York,No,2
450000,Yes,29,Radiology,40,Male,Single,Very High,Very High,Master,Doctor,3,Low,Medicine,Rotating,1,90,Part-time,6.0,Cardiologist,Mr. Michael Wood,Sarah Fuller,Los Angeles,Yes,2
750000,Yes,24,Orthopedics,37,Female,Married,High,Low,Bachelor,Doctor,0,Very High,Medicine,Night,1,90,Full-time,11.0,Emergency medicine,Jeffrey Carroll,Bonnie Foshee,Washington,No,3
550000,Yes,22,Internal Medicine,40,Male,Married,High,High,Master,Doctor,1,Very High,Medicine,Day,1,92,Full-time,9.0,General surgery,Dr. Ripley,Dr. Rupert Bascom,Seattle,No,3
360000,No,28,Surgery,40,Male,Single,Very High,Low,Bachelor,Doctor,1,Very High,Medicine,Day,7,94,Full-time,1.0,Immunology,Mary Wilkinson,Harry Peterson,Philadelphia,Yes,2
240000,No,37,Pediatrics,37,Male,Married,High,High,Bachelor,Doctor,0,High,Medicine,Rotating,9,87,Full-time,4.0,Internal medicine,Dr. H. Dunn,Dr. Marvin A. Horton,Los Angeles,No,2
960000,Yes,44,Obstetrics and Gynecology,56,Male,Single,Low,Very High,Bachelor,Doctor,2,Very High,Medicine,Night,10,91,Full-time,4.0,Neurology,Kristen Ripley,Nancy Kuphal,Pheonix,No,2
480000,No,27,Emergency Medicine,40,Male,Single,Very High,Medium,Bachelor,Doctor,7,Very High,Medicine,Rotating,1,89,Full-time,9.0,Oncologist,Dr. Alice,Nicholas Koch,Washington,No,4
770000,No,25,Cardiology,40,Male,Single,Low,Low,Bachelor,Doctor,5,Very High,Medicine,Rotating,2,90,Full-time,2.0,Pediatrics,Bob,Michael Moreno,Seattle,No,4
890000,No,38,Neurology,45,Female,Married,Very High,High,PhD,Doctor,3,High,Medicine,Day,11,89,Contract,5.0,Endocrinologist,James Fowler,Megan Bell,San Diego,Yes,2
523000,No,61,Oncology,40,Male,Single,High,High,Bachelor,Doctor,1,High,Medicine,Day,2,88,Full-time,9.0,Geriatrics,Juliana Quinn,Grant Levi,New York,No,2
210000,No,30,Radiology,40,Male,Single,High,Medium,Bachelor,Doctor,2,Low,Medicine,Day,2,97,Full-time,12.0,Hospice and palliative medicine,Robert,John,Chicago,No,5
590000,Yes,34,Orthopedics,45,Male,Married,Very High,Medium,Bachelor,Doctor,6,Medium,Medicine,Rotating,10,92,Full-time,5.0,Ophthalmology,Dr. Debra Hessler,Sara Payne,Philadelphia,No,3
630000,Yes,33,Internal Medicine,45,Male,Married,Very High,High,Bachelor,Doctor,2,High,Medicine,Rotating,2,87,Full-time,18.0,Anesthesiology,Lane Emil,Erin William,Los Angeles,No,2
896300,Yes,46,Surgery,40,Male,Married,Medium,High,Bachelor,Doctor,18,High,Medicine,Rotating,6,84,Full-time,22.0,Psychiatry,Kevin Woods,Maggie Hensley,Seattle,No,1
874000,No,36,Pediatrics,40,Female,Married,Medium,Medium,Master,Doctor,6,High,Medicine,Night,4,50,Full-time,8.0,Radiology,Mr Wade,Ms. Areeba Shahid,Houston,Yes,2
560000,Yes,59,Obstetrics and Gynecology,40,Female,Single,Very High,Low,Bachelor,Doctor,1,Very High,Medicine,Day,30,92,Full-time,22.0,Hematology,Lizabeth,Kelley Pearl,Pheonix,No,0
450000,No,57,Emergency Medicine,40,Male,Married,High,Very High,Master,Doctor,1,Very High,Medicine,Day,15,87,Full-time,2.0,Infectious disease physician,Dr. David Medlin,Dr. Christina Hauser,Washington,Yes,5
750000,No,38,Cardiology,40,Male,Single,Low,Low,Master,Doctor,4,Low,Medicine,Day,19,98,Full-time,2.0,Medical genetics,"Brooks, Lester",Marisol S. Motes,San Diego,Yes,3
550000,No,23,Neurology,40,Male,Single,High,High,PhD,Doctor,4,High,Medicine,Day,2,70,Part-time,7.0,Otolaryngology,Maria,Matthew Pauley,New York,No,3
360000,No,28,Oncology,40,Male,Single,Low,Low,Bachelor,Doctor,0,Low,Medicine,Night,2,86,Full-time,2.0,Sports medicine,Dr. John,Dr. Smith,Chicago,No,3
240000,No,37,Radiology,40,Female,Single,Medium,Very High,Bachelor,Doctor,0,High,Medicine,Day,8,84,Full-time,8.0,Dermatology,Jane Gutierrez,Pamela Johnson,Seattle,No,4
960000,No,33,Orthopedics,40,Female,Married,Very High,Very High,Bachelor,Doctor,3,Low,Medicine,Rotating,1,89,Full-time,18.0,Obstetrics and gynaecology,Mrs. Lilly Eckert,Mrs. Diane Schimmel,San Diego,No,2
480000,No,28,Internal Medicine,40,Male,Single,Very High,Medium,Bachelor,Doctor,1,Very High,Medicine,Rotating,2,90,Full-time,9.0,Family medicine,David,Joseph Berry,Los Angeles,No,5
770000,Yes,39,Surgery,40,Male,Married,Medium,Medium,PhD,Doctor,16,Very High,Medicine,Rotating,11,91,Full-time,22.0,Gastroenterology,Dr. Yulyana,Dr. Zhou,Washington,No,3
890000,No,32,Pediatrics,40,Male,Single,Very High,Very High,Bachelor,Doctor,2,Medium,Medicine,Night,11,90,Full-time,3.0,Cardiologist,José A. Medina,Robert Dixon,Chicago,Yes,3
523000,No,27,Obstetrics and Gynecology,45,Male,Single,Very High,Very High,Bachelor,Doctor,3,Low,Medicine,Day,1,86,Full-time,11.0,Emergency medicine,Michael Michaels,Michael Michaels,Philadelphia,No,2
210000,No,37,Emergency Medicine,40,Female,Married,High,Very High,Bachelor,Doctor,2,High,Medicine,Night,8,86,Full-time,1.0,General surgery,Dr. Shankar Narayan,Mr. Saad Al-Sharif,Pheonix,Yes,3
590000,No,55,Cardiology,40,Male,Married,Medium,Very High,Bachelor,Doctor,8,Medium,Medicine,Night,19,82,Part-time,1.0,Immunology,Gayle Cummings,James Walls,New York,No,3
630000,No,42,Neurology,40,Male,Divorced,High,Low,Master,Doctor,4,Low,Medicine,Rotating,9,83,Full-time,3.0,Internal medicine,Susan Lee,Peter Zheng,Houston,No,3
896300,Yes,39,Oncology,40,Female,Married,High,Very High,Master,Doctor,2,Low,Medicine,Night,13,87,Full-time,11.0,Neurology,Rachel Dabney,Oksana Li,New York,No,4
874000,No,58,Radiology,40,Male,Married,Very High,Very High,Master,Doctor,3,Very High,Medicine,Night,27,89,Full-time,2.0,Oncologist,Dr. Margo Will,Dr. Albert Batman,Chicago,No,2
560000,Yes,48,Orthopedics,40,Male,Married,High,Medium,Master,Doctor,13,Low,Medicine,Night,15,84,Full-time,1.0,Pediatrics,Michelle Wilson,Lindsay Fowler,Seattle,Yes,4
450000,No,36,Internal Medicine,40,Male,Single,Very High,Medium,Bachelor,Doctor,8,High,Medicine,Day,12,92,Contract,10.0,Endocrinologist,Mrs. Janet Kraft,Mr. Marlon Barton,Pheonix,No,4
750000,No,38,Surgery,40,Male,Single,Low,High,Bachelor,Doctor,1,Very High,Medicine,Rotating,6,96,Full-time,2.0,Geriatrics,Santiago Morrison,Vanessa Hodge,Philadelphia,No,3
550000,No,49,Pediatrics,40,Male,Married,Very High,High,Bachelor,Doctor,10,Very High,Medicine,Day,10,88,Full-time,10.0,Hospice and palliative medicine,John Chambers,Dora Mccord,San Diego,No,6
360000,No,39,Obstetrics and Gynecology,40,Female,Married,Low,Very High,Bachelor,Doctor,5,Very High,Medicine,Night,11,95,Part-time,13.0,Ophthalmology,Kimberlee Weber,Kyle Mcneil,Houston,No,2
240000,Yes,42,Emergency Medicine,40,Male,Married,Low,Very High,Bachelor,Doctor,4,High,Medicine,Day,9,95,Contract,11.0,Anesthesiology,Kevin Grady,Sonny Fults,Chicago,Yes,2
960000,No,34,Cardiology,40,Male,Married,High,High,Bachelor,Doctor,4,High,Medicine,Day,14,83,Full-time,5.0,Psychiatry,Judith Howell,Jane Asgari,San Diego,No,3
480000,Yes,30,Neurology,40,Male,Married,Very High,Medium,Bachelor,Doctor,2,Medium,Medicine,Day,10,96,Full-time,12.0,Radiology,No Supervisor,Brandon Cooper,Los Angeles,No,2
770000,Yes,47,Oncology,45,Male,Married,Low,Low,Bachelor,Doctor,4,Very High,Medicine,Night,21,91,Part-time,1.0,Hematology,John Seymour,Ryan Smith,Philadelphia,No,1
890000,No,24,Radiology,40,Male,Single,Low,Very High,Bachelor,Doctor,3,High,Medicine,Night,6,90,Full-time,11.0,Infectious disease physician,Michael Nolan,Roger Tharrington,Houston,No,4
523000,No,35,Orthopedics,40,Female,Married,High,Very High,Bachelor,Doctor,4,Medium,Medicine,Night,10,97,Full-time,15.0,Medical genetics,Dr. Tiffany Smith,Ms. Elvira Wanner,Phoenix,No,3
210000,Yes,31,Internal Medicine,37,Male,Married,Medium,Very High,Bachelor,Doctor,2,Very High,Medicine,Night,4,87,Contract,11.0,Otolaryngology,Thomas Kaushal,Maurice Rasmussen,New York,No,2
590000,Yes,42,Surgery,40,Male,Married,Medium,Low,Master,Doctor,12,Very High,Medicine,Day,15,83,Contract,16.0,Sports medicine,Dr. Elmer Bauer,Dr. Lawrence Kulzer,Los Angeles,Yes,4
630000,Yes,29,Pediatrics,40,Female,Married,Low,Low,Bachelor,Doctor,3,Low,Medicine,Night,2,88,Full-time,4.0,Dermatology,Roberta Hanson,Claire Kiehn,Chicago,No,2
896300,No,34,Obstetrics and Gynecology,40,Male,Married,High,High,Bachelor,Doctor,1,Very High,Medicine,Day,5,89,Full-time,3.0,Obstetrics and gynaecology,Dr. Faizan,Dr. Adil,Houston,Yes,4
874000,No,40,Emergency Medicine,40,Male,Married,High,Low,Bachelor,Doctor,11,High,Medicine,Day,1,96,Full-time,11.0,Family medicine,Chris Fields,Kenyon Snyder,Phoenix,No,5
560000,No,26,Cardiology,37,Male,Single,High,Very High,Bachelor,Doctor,5,Very High,Medicine,Day,1,94,Contract,8.0,Gastroenterology,Dr. Lora Mckee,Taylor Mckee,San Diego,Yes,2
450000,No,39,Neurology,50,Male,Single,Very High,High,Master,Doctor,4,Very High,Medicine,Rotating,10,91,Contract,18.0,Cardiologist,Mark,Mackenzie Lopez,New York,No,2
750000,No,44,Oncology,40,Male,Married,High,High,Bachelor,Doctor,6,High,Medicine,Rotating,11,88,Contract,8.0,Emergency medicine,Jane Snyder,Richard Dillman,Philadelphia,No,6
550000,No,29,Radiology,40,Male,Single,High,High,Bachelor,Doctor,2,Very High,Medicine,Rotating,1,91,Full-time,3.0,General surgery,Sherry Lopez,Matthew Diaz,San Diego,Yes,2
360000,No,37,Orthopedics,40,Male,Married,Very High,Very High,Bachelor,Doctor,5,High,Medicine,Rotating,1,89,Contract,1.0,Immunology,Mrs. Caitlyn Mcgregor,Mr. Jasper Ullrich,Philadelphia,No,5
240000,No,35,Internal Medicine,40,Female,Married,High,Medium,Master,Doctor,3,Very High,Medicine,Rotating,11,91,Full-time,3.0,Internal medicine,Dr. Adriana Roberts,Dr. Elaine Diaz,Chicago,No,2
960000,No,37,Surgery,40,Male,Single,Low,Medium,Bachelor,Doctor,5,Very High,Medicine,Day,11,93,Full-time,6.0,Neurology,Dr. Rosa Bier,Mr. Evan Trott,Pheonix,No,2
480000,No,36,Pediatrics,40,Male,Married,Medium,High,Master,Doctor,3,High,Medicine,Day,15,91,Full-time,24.0,Oncologist,Lisa Carter,Gregory Moore,New York,No,3
770000,No,38,Obstetrics and Gynecology,40,Female,Single,Very High,High,PhD,Doctor,4,High,Medicine,Day,10,91,Contract,4.0,Pediatrics,Kimberly,Jane Riggs,Houston,No,1
890000,Yes,39,Emergency Medicine,40,Male,Single,Very High,Very High,Bachelor,Doctor,1,Very High,Medicine,Day,6,85,Full-time,1.0,Endocrinologist,Mary,Douglas Lerum,Los Angeles,Yes,2
523000,No,53,Cardiology,40,Male,Married,Low,Very High,PhD,Doctor,16,Low,Medicine,Day,7,87,Full-time,3.0,Geriatrics,Jessica Moss,Jerald Kramer,Chicago,No,2
210000,Yes,45,Neurology,40,Male,Married,Medium,Very High,Bachelor,Doctor,1,Very High,Medicine,Day,12,75,Full-time,1.0,Hospice and palliative medicine,Joe Smith,Jerome Iles,Philadelphia,No,2
590000,No,35,Oncology,40,Female,Married,Very High,Very High,Bachelor,Doctor,1,Very High,Medicine,Rotating,7,92,Full-time,7.0,Ophthalmology,Natalie Calhoun,Kelly Faulkner,Houston,No,4
630000,No,38,Radiology,40,Male,Married,Low,Very High,Bachelor,Doctor,7,Low,Medicine,Day,10,85,Contract,9.0,Anesthesiology,Karen Rios,Michael Daniells,San Diego,No,2
896300,No,57,Orthopedics,40,Female,Single,Very High,Low,Bachelor,Doctor,6,Very High,Medicine,Night,7,87,Contract,5.0,Psychiatry,Ellen Dougherty,Philip Dickey,Pheonix,No,2
874000,Yes,40,Internal Medicine,40,Female,Single,High,Very High,Master,Doctor,2,Medium,Medicine,Rotating,13,90,Full-time,13.0,Radiology,Viren Chopra,Robert Gerrard,New York,Yes,0
560000,No,37,Surgery,40,Male,Married,Low,Medium,Master,Doctor,3,High,Medicine,Night,4,88,Full-time,13.0,Hematology,Dana Stegall,Joseph Kasprzak,Los Angeles,No,3
450000,No,35,Pediatrics,40,Male,Single,Low,High,Master,Doctor,2,Low,Medicine,Rotating,10,86,Full-time,9.0,Infectious disease physician,Dr. William L. Scott,Dr. Glenn A. Melton,Washington,No,3
750000,No,35,Obstetrics and Gynecology,40,Female,Divorced,Very High,Very High,Bachelor,Doctor,0,High,Medicine,Night,1,87,Full-time,2.0,Medical genetics,Kimberly Roberts,Liza Schroeder,Seattle,Yes,2
